date,market,crop,price_rwf
2023-04-09,Gasabo,maize,540.0
2023-04-16,Gasabo,maize,552.0
2023-04-23,Gasabo,maize,572.0
2023-04-30,Gasabo,maize,539.0
2023-05-07,Gasabo,maize,538.0
2023-05-14,Gasabo,maize,543.0
2023-05-21,Gasabo,maize,573.0
2023-05-28,Gasabo,maize,594.0
2023-06-04,Gasabo,maize,561.0
2023-06-11,Gasabo,maize,522.0
2023-06-18,Gasabo,maize,536.0
2023-06-25,Gasabo,maize,551.0
2023-07-02,Gasabo,maize,546.0
2023-07-09,Gasabo,maize,546.0
2023-07-16,Gasabo,maize,550.0
2023-07-23,Gasabo,maize,538.0
2023-07-30,Gasabo,maize,558.0
2023-08-06,Gasabo,maize,516.0
2023-08-13,Gasabo,maize,505.0
2023-08-20,Gasabo,maize,523.0
2023-08-27,Gasabo,maize,477.0
2023-09-03,Gasabo,maize,499.0
2023-09-10,Gasabo,maize,485.0
